t,N,F,d,C,a,dadN,G_max,Delta_sqrt(G),R,Cyclic_Energy,Monotonic_Energy,Total_Energy,dU_cyc/dN,dU_tot/dN
[s],[cycles],[N],[mm],[mm/N],[mm],[mm/cycle],[N/mm],[N/mm],[-],[mJ],[mJ],[mJ],[mJ],[mJ]
1.57E+03,6900,3.24E+02,2.60E+00,7.35E-03,7.30E+01,6.24E-04,6.54E-01,3.63E-01,2.25E-01,3.67E+02,1.95E+01,3.87E+02,0.008002176,0.008206315
1.58E+03,7.00E+03,7.11E+01,7.51E-01,7.37E-03,7.31E+01,6.16E-04,6.49E-01,3.62E-01,2.21E-01,3.63E+02,1.86E+01,3.82E+02,0.007872853,0.008074432
1.59E+03,7.00E+03,3.22E+02,2.60E+00,7.37E-03,7.31E+01,6.16E-04,6.49E-01,3.62E-01,2.21E-01,3.63E+02,1.86E+01,3.82E+02,0.007872853,0.008074432
1.63E+03,7.10E+03,7.09E+01,7.51E-01,7.37E-03,7.31E+01,6.07E-04,6.47E-01,3.62E-01,2.21E-01,3.63E+02,1.86E+01,3.81E+02,0.007746779,0.007945852
1.63E+03,7.10E+03,3.22E+02,2.60E+00,7.37E-03,7.31E+01,6.07E-04,6.47E-01,3.62E-01,2.21E-01,3.63E+02,1.86E+01,3.81E+02,0.007746779,0.007945852
1.65E+03,7.20E+03,7.08E+01,7.50E-01,7.40E-03,7.32E+01,5.99E-04,6.45E-01,3.60E-01,2.21E-01,3.62E+02,1.86E+01,3.80E+02,0.007624447,0.007821076
1.65E+03,7.20E+03,3.21E+02,2.60E+00,7.40E-03,7.32E+01,5.99E-04,6.45E-01,3.60E-01,2.21E-01,3.62E+02,1.86E+01,3.80E+02,0.007624447,0.007821076
1.67E+03,7299,7.17E+01,7.50E-01,7.39E-03,7.32E+01,5.92E-04,6.46E-01,3.60E-01,2.23E-01,3.63E+02,1.90E+01,3.82E+02,0.007506279,0.007700537
1.67E+03,7300,3.22E+02,2.60E+00,7.39E-03,7.32E+01,5.92E-04,6.46E-01,3.60E-01,2.23E-01,3.63E+02,1.90E+01,3.82E+02,0.007505108,0.007699343
1.69E+03,7399,7.15E+01,7.49E-01,7.46E-03,7.33E+01,5.84E-04,6.41E-01,3.57E-01,2.24E-01,3.61E+02,1.91E+01,3.80E+02,0.007390937,0.00758287
1.69E+03,7.40E+03,3.19E+02,2.60E+00,7.46E-03,7.33E+01,5.84E-04,6.41E-01,3.57E-01,2.24E-01,3.61E+02,1.91E+01,3.80E+02,0.007390368,0.007582291
1.71E+03,7499,7.24E+01,7.50E-01,7.49E-03,7.34E+01,5.77E-04,6.40E-01,3.54E-01,2.27E-01,3.62E+02,1.96E+01,3.81E+02,0.00727888,0.007468546
1.71E+03,7.50E+03,3.19E+02,2.60E+00,7.49E-03,7.34E+01,5.77E-04,6.40E-01,3.54E-01,2.27E-01,3.62E+02,1.96E+01,3.81E+02,0.007278328,0.007467982
1.73E+03,7599,7.12E+01,7.49E-01,7.46E-03,7.34E+01,5.69E-04,6.40E-01,3.57E-01,2.23E-01,3.61E+02,1.89E+01,3.80E+02,0.007169973,0.007357425
1.73E+03,7600,3.19E+02,2.60E+00,7.46E-03,7.34E+01,5.69E-04,6.40E-01,3.57E-01,2.23E-01,3.61E+02,1.89E+01,3.80E+02,0.0071689,0.007356329
1.75E+03,7.70E+03,7.04E+01,7.51E-01,7.47E-03,7.35E+01,5.62E-04,6.37E-01,3.55E-01,2.22E-01,3.59E+02,1.85E+01,3.77E+02,0.007063566,0.007248845
1.75E+03,7.70E+03,3.18E+02,2.60E+00,7.47E-03,7.35E+01,5.62E-04,6.37E-01,3.55E-01,2.22E-01,3.59E+02,1.85E+01,3.77E+02,0.007063566,0.007248845
1.77E+03,7799,7.12E+01,7.50E-01,7.51E-03,7.35E+01,5.55E-04,6.35E-01,3.53E-01,2.24E-01,3.59E+02,1.90E+01,3.78E+02,0.006961103,0.007144282
1.77E+03,7.80E+03,3.17E+02,2.60E+00,7.51E-03,7.35E+01,5.55E-04,6.35E-01,3.53E-01,2.24E-01,3.59E+02,1.90E+01,3.78E+02,0.006960596,0.007143764
1.79E+03,7899,7.12E+01,7.51E-01,7.53E-03,7.36E+01,5.49E-04,6.33E-01,3.52E-01,2.25E-01,3.58E+02,1.91E+01,3.77E+02,0.006860904,0.00704202
1.79E+03,7.90E+03,3.17E+02,2.60E+00,7.53E-03,7.36E+01,5.49E-04,6.33E-01,3.52E-01,2.25E-01,3.58E+02,1.91E+01,3.77E+02,0.006860409,0.007041515
1.81E+03,7999,7.11E+01,7.52E-01,7.54E-03,7.36E+01,5.42E-04,6.32E-01,3.50E-01,2.25E-01,3.57E+02,1.91E+01,3.77E+02,0.00676338,0.00694248
1.81E+03,8.00E+03,3.16E+02,2.60E+00,7.54E-03,7.36E+01,5.42E-04,6.32E-01,3.50E-01,2.25E-01,3.57E+02,1.91E+01,3.77E+02,0.006762898,0.006941989
1.91E+03,8099,7.14E+01,7.51E-01,7.57E-03,7.37E+01,5.36E-04,6.30E-01,3.49E-01,2.26E-01,3.57E+02,1.93E+01,3.77E+02,0.006668428,0.006845558
1.91E+03,8100,3.15E+02,2.60E+00,7.57E-03,7.37E+01,5.36E-04,6.30E-01,3.49E-01,2.26E-01,3.57E+02,1.93E+01,3.77E+02,0.006667491,0.006844602
1.93E+03,8199,7.13E+01,7.51E-01,7.61E-03,7.37E+01,5.30E-04,6.27E-01,3.47E-01,2.27E-01,3.56E+02,1.93E+01,3.75E+02,0.00657595,0.006751154
1.93E+03,8.20E+03,3.14E+02,2.60E+00,7.61E-03,7.37E+01,5.29E-04,6.27E-01,3.47E-01,2.27E-01,3.56E+02,1.93E+01,3.75E+02,0.006575494,0.006750688
1.95E+03,8.30E+03,7.03E+01,7.51E-01,7.59E-03,7.38E+01,5.23E-04,6.25E-01,3.48E-01,2.24E-01,3.55E+02,1.88E+01,3.73E+02,0.006485408,0.006658719
1.95E+03,8.30E+03,3.14E+02,2.60E+00,7.59E-03,7.38E+01,5.23E-04,6.25E-01,3.48E-01,2.24E-01,3.55E+02,1.88E+01,3.73E+02,0.006485408,0.006658719
1.97E+03,8.40E+03,7.02E+01,7.50E-01,7.56E-03,7.38E+01,5.17E-04,6.27E-01,3.49E-01,2.23E-01,3.56E+02,1.86E+01,3.74E+02,0.006397613,0.006569081
1.97E+03,8400,3.15E+02,2.60E+00,7.56E-03,7.38E+01,5.17E-04,6.27E-01,3.49E-01,2.23E-01,3.56E+02,1.86E+01,3.74E+02,0.00639718,0.006568639
1.99E+03,8.50E+03,7.01E+01,7.50E-01,7.59E-03,7.39E+01,5.12E-04,6.24E-01,3.47E-01,2.23E-01,3.54E+02,1.86E+01,3.73E+02,0.006312025,0.00648169
1.99E+03,8500,3.14E+02,2.60E+00,7.59E-03,7.39E+01,5.12E-04,6.24E-01,3.47E-01,2.23E-01,3.54E+02,1.86E+01,3.73E+02,0.006311603,0.006481259
2.01E+03,8.60E+03,7.00E+01,7.50E-01,7.61E-03,7.39E+01,5.06E-04,6.23E-01,3.47E-01,2.24E-01,3.54E+02,1.86E+01,3.73E+02,0.006228563,0.006396464
2.01E+03,8600,3.13E+02,2.60E+00,7.61E-03,7.39E+01,5.06E-04,6.23E-01,3.47E-01,2.24E-01,3.54E+02,1.86E+01,3.73E+02,0.006228151,0.006396043
2.03E+03,8.70E+03,7.00E+01,7.51E-01,7.62E-03,7.40E+01,5.00E-04,6.22E-01,3.46E-01,2.24E-01,3.53E+02,1.87E+01,3.72E+02,0.006147151,0.006313324
2.03E+03,8700,3.12E+02,2.60E+00,7.62E-03,7.40E+01,5.00E-04,6.22E-01,3.46E-01,2.24E-01,3.53E+02,1.87E+01,3.72E+02,0.006146749,0.006312914
2.05E+03,8799,7.06E+01,7.50E-01,7.67E-03,7.40E+01,4.95E-04,6.20E-01,3.44E-01,2.26E-01,3.54E+02,1.91E+01,3.73E+02,0.006068108,0.006232598
2.05E+03,8800,3.12E+02,2.60E+00,7.67E-03,7.40E+01,4.95E-04,6.20E-01,3.44E-01,2.26E-01,3.54E+02,1.91E+01,3.73E+02,0.006067323,0.006231796
2.07E+03,8899,7.05E+01,7.50E-01,7.68E-03,7.41E+01,4.90E-04,6.18E-01,3.43E-01,2.27E-01,3.53E+02,1.91E+01,3.72E+02,0.005990569,0.006153402
2.07E+03,8900,3.11E+02,2.60E+00,7.68E-03,7.41E+01,4.90E-04,6.18E-01,3.43E-01,2.27E-01,3.53E+02,1.91E+01,3.72E+02,0.005989803,0.00615262
2.09E+03,8999,7.04E+01,7.51E-01,7.69E-03,7.41E+01,4.85E-04,6.17E-01,3.41E-01,2.27E-01,3.52E+02,1.91E+01,3.71E+02,0.005914872,0.006076082
2.09E+03,9000,3.11E+02,2.60E+00,7.69E-03,7.41E+01,4.84E-04,6.17E-01,3.41E-01,2.27E-01,3.52E+02,1.91E+01,3.71E+02,0.005914124,0.006075318
2.14E+03,9.10E+03,6.99E+01,7.51E-01,7.71E-03,7.42E+01,4.79E-04,6.14E-01,3.40E-01,2.26E-01,3.50E+02,1.88E+01,3.69E+02,0.005840586,0.006000198
2.14E+03,9.10E+03,3.09E+02,2.60E+00,7.71E-03,7.42E+01,4.79E-04,6.14E-01,3.40E-01,2.26E-01,3.50E+02,1.88E+01,3.69E+02,0.005840586,0.006000198
2.16E+03,9.20E+03,6.97E+01,7.51E-01,7.71E-03,7.42E+01,4.74E-04,6.13E-01,3.40E-01,2.26E-01,3.50E+02,1.87E+01,3.69E+02,0.005768391,0.005926445
2.16E+03,9.20E+03,3.09E+02,2.60E+00,7.71E-03,7.42E+01,4.74E-04,6.13E-01,3.40E-01,2.26E-01,3.50E+02,1.87E+01,3.69E+02,0.005768391,0.005926445
2.18E+03,9.30E+03,6.95E+01,7.51E-01,7.75E-03,7.43E+01,4.70E-04,6.10E-01,3.38E-01,2.26E-01,3.48E+02,1.87E+01,3.67E+02,0.005697855,0.005854381
2.18E+03,9.30E+03,3.08E+02,2.60E+00,7.75E-03,7.43E+01,4.70E-04,6.10E-01,3.38E-01,2.26E-01,3.48E+02,1.87E+01,3.67E+02,0.005697855,0.005854381
2.20E+03,9.40E+03,6.87E+01,7.51E-01,7.74E-03,7.43E+01,4.65E-04,6.08E-01,3.38E-01,2.23E-01,3.47E+02,1.82E+01,3.65E+02,0.005628921,0.005783949
2.20E+03,9.40E+03,3.07E+02,2.60E+00,7.74E-03,7.43E+01,4.65E-04,6.08E-01,3.38E-01,2.23E-01,3.47E+02,1.82E+01,3.65E+02,0.005628921,0.005783949
2.22E+03,9.50E+03,6.95E+01,7.51E-01,7.75E-03,7.44E+01,4.60E-04,6.09E-01,3.38E-01,2.26E-01,3.49E+02,1.87E+01,3.67E+02,0.005561538,0.005715098
2.22E+03,9.50E+03,3.08E+02,2.60E+00,7.75E-03,7.44E+01,4.60E-04,6.09E-01,3.38E-01,2.26E-01,3.49E+02,1.87E+01,3.67E+02,0.005561538,0.005715098
2.24E+03,9599,7.05E+01,7.52E-01,7.79E-03,7.44E+01,4.56E-04,6.08E-01,3.35E-01,2.29E-01,3.49E+02,1.94E+01,3.68E+02,0.005495981,0.005648107
2.24E+03,9.60E+03,3.07E+02,2.60E+00,7.79E-03,7.44E+01,4.56E-04,6.08E-01,3.35E-01,2.29E-01,3.49E+02,1.94E+01,3.68E+02,0.005495655,0.005647774
2.26E+03,9.70E+03,6.94E+01,7.51E-01,7.78E-03,7.45E+01,4.51E-04,6.06E-01,3.36E-01,2.26E-01,3.47E+02,1.87E+01,3.66E+02,0.005431223,0.005581928
2.26E+03,9.70E+03,3.07E+02,2.60E+00,7.78E-03,7.45E+01,4.51E-04,6.06E-01,3.36E-01,2.26E-01,3.47E+02,1.87E+01,3.66E+02,0.005431223,0.005581928
2.28E+03,9.80E+03,6.85E+01,7.51E-01,7.79E-03,7.45E+01,4.47E-04,6.03E-01,3.35E-01,2.24E-01,3.45E+02,1.83E+01,3.63E+02,0.005368196,0.005517514
2.28E+03,9.80E+03,3.05E+02,2.60E+00,7.79E-03,7.45E+01,4.47E-04,6.03E-01,3.35E-01,2.24E-01,3.45E+02,1.83E+01,3.63E+02,0.005368196,0.005517514
2.30E+03,9.90E+03,6.84E+01,7.51E-01,7.77E-03,7.46E+01,4.42E-04,6.04E-01,3.36E-01,2.24E-01,3.46E+02,1.82E+01,3.64E+02,0.005306528,0.005454486
2.30E+03,9.90E+03,3.06E+02,2.60E+00,7.77E-03,7.46E+01,4.42E-04,6.04E-01,3.36E-01,2.24E-01,3.46E+02,1.82E+01,3.64E+02,0.005306528,0.005454486
2.32E+03,1.00E+04,6.84E+01,7.52E-01,7.79E-03,7.46E+01,4.38E-04,6.03E-01,3.35E-01,2.24E-01,3.45E+02,1.82E+01,3.63E+02,0.005246179,0.005392801
2.32E+03,1.00E+04,3.05E+02,2.60E+00,7.79E-03,7.46E+01,4.38E-04,6.03E-01,3.35E-01,2.24E-01,3.45E+02,1.82E+01,3.63E+02,0.005246179,0.005392801
2.37E+03,1.01E+04,6.83E+01,7.51E-01,7.83E-03,7.46E+01,4.34E-04,5.99E-01,3.33E-01,2.25E-01,3.44E+02,1.83E+01,3.62E+02,0.005187106,0.005332417
2.37E+03,1.01E+04,3.04E+02,2.60E+00,7.83E-03,7.46E+01,4.34E-04,5.99E-01,3.33E-01,2.25E-01,3.44E+02,1.83E+01,3.62E+02,0.005187106,0.005332417
2.39E+03,1.02E+04,6.82E+01,7.50E-01,7.84E-03,7.47E+01,4.30E-04,5.99E-01,3.33E-01,2.24E-01,3.44E+02,1.82E+01,3.62E+02,0.005129271,0.005273294
2.39E+03,1.02E+04,3.04E+02,2.60E+00,7.84E-03,7.47E+01,4.30E-04,5.99E-01,3.33E-01,2.24E-01,3.44E+02,1.82E+01,3.62E+02,0.005129271,0.005273294
2.41E+03,10299,6.98E+01,7.51E-01,7.88E-03,7.47E+01,4.26E-04,5.99E-01,3.30E-01,2.30E-01,3.45E+02,1.92E+01,3.64E+02,0.005072915,0.00521568
2.41E+03,10300,3.04E+02,2.60E+00,7.88E-03,7.47E+01,4.26E-04,5.99E-01,3.30E-01,2.30E-01,3.45E+02,1.92E+01,3.64E+02,0.005072355,0.005215107
2.43E+03,10399,6.98E+01,7.50E-01,7.89E-03,7.48E+01,4.22E-04,5.98E-01,3.30E-01,2.30E-01,3.45E+02,1.92E+01,3.64E+02,0.005017437,0.00515896
2.43E+03,10400,3.04E+02,2.60E+00,7.89E-03,7.48E+01,4.22E-04,5.98E-01,3.30E-01,2.30E-01,3.45E+02,1.92E+01,3.64E+02,0.005016888,0.005158399
2.45E+03,10499,3.04E+02,2.60E+00,7.82E-03,7.48E+01,4.18E-04,5.98E-01,3.32E-01,2.23E-01,3.43E+02,1.80E+01,3.61E+02,0.004963089,0.005103391
2.45E+03,1.05E+04,6.79E+01,7.52E-01,7.82E-03,7.48E+01,4.18E-04,5.98E-01,3.32E-01,2.23E-01,3.43E+02,1.80E+01,3.61E+02,0.00496282,0.005103116
2.47E+03,10599,6.96E+01,7.49E-01,7.98E-03,7.49E+01,4.14E-04,5.92E-01,3.26E-01,2.31E-01,3.43E+02,1.93E+01,3.62E+02,0.004909835,0.005048938
2.47E+03,1.06E+04,3.01E+02,2.60E+00,7.98E-03,7.49E+01,4.14E-04,5.92E-01,3.26E-01,2.31E-01,3.43E+02,1.93E+01,3.62E+02,0.004909572,0.005048669
2.49E+03,1.07E+04,6.78E+01,7.50E-01,7.87E-03,7.49E+01,4.11E-04,5.94E-01,3.30E-01,2.24E-01,3.42E+02,1.81E+01,3.60E+02,0.004857387,0.004995306
2.49E+03,10700,3.03E+02,2.60E+00,7.87E-03,7.49E+01,4.11E-04,5.94E-01,3.30E-01,2.24E-01,3.42E+02,1.81E+01,3.60E+02,0.004857129,0.004995042
2.51E+03,10799,6.88E+01,7.51E-01,7.97E-03,7.49E+01,4.07E-04,5.90E-01,3.26E-01,2.29E-01,3.41E+02,1.88E+01,3.60E+02,0.004806489,0.004943255
2.51E+03,1.08E+04,3.01E+02,2.60E+00,7.97E-03,7.49E+01,4.07E-04,5.90E-01,3.26E-01,2.29E-01,3.41E+02,1.88E+01,3.60E+02,0.004806235,0.004942996
2.53E+03,10899,6.94E+01,7.51E-01,7.92E-03,7.50E+01,4.04E-04,5.93E-01,3.27E-01,2.30E-01,3.43E+02,1.91E+01,3.62E+02,0.004756334,0.004891962
2.53E+03,10900,3.02E+02,2.60E+00,7.92E-03,7.50E+01,4.04E-04,5.93E-01,3.27E-01,2.30E-01,3.43E+02,1.91E+01,3.62E+02,0.004755838,0.004891454
2.55E+03,1.10E+04,6.75E+01,7.50E-01,7.93E-03,7.50E+01,4.00E-04,5.90E-01,3.27E-01,2.25E-01,3.40E+02,1.81E+01,3.58E+02,0.004706911,0.004841414
2.55E+03,1.10E+04,3.01E+02,2.60E+00,7.93E-03,7.50E+01,4.00E-04,5.90E-01,3.27E-01,2.25E-01,3.40E+02,1.81E+01,3.58E+02,0.004706911,0.004841414
2.60E+03,11099,6.91E+01,7.53E-01,7.98E-03,7.51E+01,3.97E-04,5.90E-01,3.25E-01,2.30E-01,3.41E+02,1.90E+01,3.60E+02,0.004658921,0.004792329
2.60E+03,1.11E+04,3.01E+02,2.60E+00,7.98E-03,7.51E+01,3.97E-04,5.90E-01,3.25E-01,2.30E-01,3.41E+02,1.90E+01,3.60E+02,0.004658682,0.004792085
2.62E+03,1.12E+04,6.80E+01,7.53E-01,7.93E-03,7.51E+01,3.93E-04,5.89E-01,3.26E-01,2.26E-01,3.40E+02,1.84E+01,3.59E+02,0.004611374,0.004743694
2.62E+03,11200,3.01E+02,2.60E+00,7.93E-03,7.51E+01,3.93E-04,5.89E-01,3.26E-01,2.26E-01,3.40E+02,1.84E+01,3.59E+02,0.00461114,0.004743454
2.64E+03,1.13E+04,6.73E+01,7.52E-01,7.98E-03,7.51E+01,3.90E-04,5.86E-01,3.25E-01,2.25E-01,3.38E+02,1.81E+01,3.56E+02,0.00456496,0.004696215
2.64E+03,1.13E+04,2.99E+02,2.60E+00,7.98E-03,7.51E+01,3.90E-04,5.86E-01,3.25E-01,2.25E-01,3.38E+02,1.81E+01,3.56E+02,0.00456496,0.004696215
2.66E+03,1.14E+04,6.78E+01,7.51E-01,7.97E-03,7.52E+01,3.87E-04,5.86E-01,3.24E-01,2.27E-01,3.39E+02,1.83E+01,3.57E+02,0.004519416,0.004649624
2.66E+03,1.14E+04,2.99E+02,2.60E+00,7.97E-03,7.52E+01,3.87E-04,5.86E-01,3.24E-01,2.27E-01,3.39E+02,1.83E+01,3.57E+02,0.004519416,0.004649624
2.68E+03,1.15E+04,6.79E+01,7.50E-01,8.00E-03,7.52E+01,3.83E-04,5.85E-01,3.24E-01,2.27E-01,3.39E+02,1.84E+01,3.57E+02,0.004474719,0.004603896
2.68E+03,1.15E+04,2.99E+02,2.60E+00,8.00E-03,7.52E+01,3.83E-04,5.85E-01,3.24E-01,2.27E-01,3.39E+02,1.84E+01,3.57E+02,0.004474719,0.004603896
2.70E+03,1.16E+04,6.76E+01,7.52E-01,7.97E-03,7.53E+01,3.80E-04,5.85E-01,3.24E-01,2.26E-01,3.39E+02,1.82E+01,3.57E+02,0.004430844,0.004559008
2.70E+03,11600,2.99E+02,2.60E+00,7.97E-03,7.53E+01,3.80E-04,5.85E-01,3.24E-01,2.26E-01,3.39E+02,1.82E+01,3.57E+02,0.004430627,0.004558786
2.72E+03,1.17E+04,6.75E+01,7.51E-01,8.04E-03,7.53E+01,3.77E-04,5.81E-01,3.22E-01,2.27E-01,3.37E+02,1.83E+01,3.55E+02,0.004387771,0.004514937
2.72E+03,1.17E+04,2.97E+02,2.60E+00,8.04E-03,7.53E+01,3.77E-04,5.81E-01,3.22E-01,2.27E-01,3.37E+02,1.83E+01,3.55E+02,0.004387771,0.004514937
2.74E+03,11799,6.84E+01,7.52E-01,8.05E-03,7.53E+01,3.74E-04,5.82E-01,3.21E-01,2.30E-01,3.38E+02,1.88E+01,3.57E+02,0.004345688,0.004471876
2.74E+03,1.18E+04,2.98E+02,2.60E+00,8.05E-03,7.53E+01,3.74E-04,5.82E-01,3.21E-01,2.30E-01,3.38E+02,1.88E+01,3.57E+02,0.004345478,0.004471662
2.76E+03,11899,6.83E+01,7.51E-01,8.06E-03,7.54E+01,3.71E-04,5.81E-01,3.20E-01,2.30E-01,3.38E+02,1.88E+01,3.57E+02,0.004304151,0.004429372
2.76E+03,1.19E+04,2.98E+02,2.60E+00,8.06E-03,7.54E+01,3.71E-04,5.81E-01,3.20E-01,2.30E-01,3.38E+02,1.88E+01,3.57E+02,0.004303945,0.004429162
2.78E+03,11999,6.92E+01,7.53E-01,8.07E-03,7.54E+01,3.68E-04,5.81E-01,3.19E-01,2.32E-01,3.39E+02,1.93E+01,3.58E+02,0.004263353,0.004387623
2.78E+03,12000,2.98E+02,2.60E+00,8.07E-03,7.54E+01,3.68E-04,5.81E-01,3.19E-01,2.32E-01,3.39E+02,1.93E+01,3.58E+02,0.004262949,0.004387209
2.82E+03,1.21E+04,6.68E+01,7.52E-01,8.01E-03,7.54E+01,3.65E-04,5.79E-01,3.21E-01,2.25E-01,3.36E+02,1.79E+01,3.53E+02,0.004223078,0.004346405
2.82E+03,12100,2.97E+02,2.60E+00,8.01E-03,7.54E+01,3.65E-04,5.79E-01,3.21E-01,2.25E-01,3.36E+02,1.79E+01,3.53E+02,0.004222879,0.004346202
2.84E+03,12199,6.73E+01,7.50E-01,8.09E-03,7.55E+01,3.62E-04,5.77E-01,3.19E-01,2.27E-01,3.36E+02,1.83E+01,3.54E+02,0.004183901,0.00430631
2.84E+03,1.22E+04,2.96E+02,2.60E+00,8.09E-03,7.55E+01,3.62E-04,5.77E-01,3.19E-01,2.27E-01,3.36E+02,1.83E+01,3.54E+02,0.004183706,0.004306111
2.86E+03,1.23E+04,6.65E+01,7.51E-01,8.10E-03,7.55E+01,3.60E-04,5.74E-01,3.18E-01,2.26E-01,3.34E+02,1.79E+01,3.51E+02,0.004145018,0.004266514
2.86E+03,1.23E+04,2.95E+02,2.60E+00,8.10E-03,7.55E+01,3.60E-04,5.74E-01,3.18E-01,2.26E-01,3.34E+02,1.79E+01,3.51E+02,0.004145018,0.004266514
2.88E+03,12399,6.72E+01,7.52E-01,8.10E-03,7.56E+01,3.57E-04,5.75E-01,3.18E-01,2.27E-01,3.35E+02,1.83E+01,3.53E+02,0.004107186,0.004227791
2.88E+03,1.24E+04,2.95E+02,2.60E+00,8.10E-03,7.56E+01,3.57E-04,5.75E-01,3.18E-01,2.27E-01,3.35E+02,1.83E+01,3.53E+02,0.004106997,0.004227598
2.90E+03,12499,6.71E+01,7.50E-01,8.11E-03,7.56E+01,3.54E-04,5.74E-01,3.18E-01,2.27E-01,3.35E+02,1.83E+01,3.53E+02,0.004069812,0.004189535
2.90E+03,1.25E+04,2.95E+02,2.60E+00,8.11E-03,7.56E+01,3.54E-04,5.74E-01,3.18E-01,2.27E-01,3.35E+02,1.83E+01,3.53E+02,0.004069627,0.004189345
2.92E+03,12599,6.70E+01,7.51E-01,8.12E-03,7.56E+01,3.51E-04,5.74E-01,3.17E-01,2.27E-01,3.34E+02,1.82E+01,3.52E+02,0.004033072,0.004151925
2.92E+03,1.26E+04,2.95E+02,2.60E+00,8.12E-03,7.56E+01,3.51E-04,5.74E-01,3.17E-01,2.27E-01,3.34E+02,1.82E+01,3.52E+02,0.004032889,0.004151739
2.94E+03,12699,6.79E+01,7.52E-01,8.13E-03,7.57E+01,3.49E-04,5.74E-01,3.16E-01,2.30E-01,3.35E+02,1.87E+01,3.54E+02,0.00399695,0.004114947
2.94E+03,12700,2.95E+02,2.60E+00,8.13E-03,7.57E+01,3.49E-04,5.74E-01,3.16E-01,2.30E-01,3.35E+02,1.87E+01,3.54E+02,0.003996591,0.00411458
2.96E+03,1.28E+04,6.54E+01,7.50E-01,8.06E-03,7.57E+01,3.46E-04,5.72E-01,3.19E-01,2.22E-01,3.33E+02,1.73E+01,3.50E+02,0.003961254,0.004078404
2.96E+03,12800,2.95E+02,2.60E+00,8.06E-03,7.57E+01,3.46E-04,5.72E-01,3.19E-01,2.22E-01,3.33E+02,1.73E+01,3.50E+02,0.003961078,0.004078224
2.98E+03,1.29E+04,6.62E+01,7.51E-01,8.10E-03,7.57E+01,3.44E-04,5.71E-01,3.17E-01,2.25E-01,3.33E+02,1.77E+01,3.51E+02,0.003926327,0.004042645
2.98E+03,12900,2.94E+02,2.60E+00,8.10E-03,7.57E+01,3.44E-04,5.71E-01,3.17E-01,2.25E-01,3.33E+02,1.77E+01,3.51E+02,0.003926154,0.004042467
3.00E+03,12999,6.69E+01,7.51E-01,8.11E-03,7.58E+01,3.41E-04,5.72E-01,3.16E-01,2.27E-01,3.34E+02,1.82E+01,3.52E+02,0.003892144,0.004007646
3.00E+03,13000,2.94E+02,2.60E+00,8.11E-03,7.58E+01,3.41E-04,5.72E-01,3.16E-01,2.27E-01,3.34E+02,1.82E+01,3.52E+02,0.003891803,0.004007297
3.05E+03,1.31E+04,6.63E+01,7.51E-01,8.14E-03,7.58E+01,3.39E-04,5.69E-01,3.15E-01,2.26E-01,3.32E+02,1.79E+01,3.50E+02,0.00385818,0.00397287
3.05E+03,13100,2.93E+02,2.60E+00,8.14E-03,7.58E+01,3.39E-04,5.69E-01,3.15E-01,2.26E-01,3.32E+02,1.79E+01,3.50E+02,0.003858013,0.003972699
3.07E+03,1.32E+04,6.56E+01,7.52E-01,8.13E-03,7.58E+01,3.36E-04,5.68E-01,3.16E-01,2.24E-01,3.31E+02,1.75E+01,3.48E+02,0.003824934,0.003938828
3.07E+03,13200,2.93E+02,2.60E+00,8.13E-03,7.58E+01,3.36E-04,5.68E-01,3.16E-01,2.24E-01,3.31E+02,1.75E+01,3.48E+02,0.003824769,0.003938659
3.09E+03,1.33E+04,6.61E+01,7.51E-01,8.16E-03,7.59E+01,3.34E-04,5.68E-01,3.15E-01,2.26E-01,3.31E+02,1.78E+01,3.49E+02,0.003792222,0.00390533
3.09E+03,13300,2.93E+02,2.60E+00,8.16E-03,7.59E+01,3.34E-04,5.68E-01,3.15E-01,2.26E-01,3.31E+02,1.78E+01,3.49E+02,0.00379206,0.003905164
3.11E+03,1.34E+04,6.61E+01,7.49E-01,8.18E-03,7.59E+01,3.31E-04,5.67E-01,3.14E-01,2.26E-01,3.31E+02,1.79E+01,3.49E+02,0.003760032,0.003872366
3.11E+03,13400,2.92E+02,2.60E+00,8.18E-03,7.59E+01,3.31E-04,5.67E-01,3.14E-01,2.26E-01,3.31E+02,1.79E+01,3.49E+02,0.003759873,0.003872202
3.13E+03,1.35E+04,6.60E+01,7.51E-01,8.17E-03,7.59E+01,3.29E-04,5.66E-01,3.13E-01,2.26E-01,3.30E+02,1.78E+01,3.48E+02,0.003728352,0.003839921
3.13E+03,13500,2.92E+02,2.60E+00,8.17E-03,7.59E+01,3.29E-04,5.66E-01,3.13E-01,2.26E-01,3.30E+02,1.78E+01,3.48E+02,0.003728194,0.003839761
3.15E+03,1.36E+04,6.48E+01,7.52E-01,8.17E-03,7.60E+01,3.27E-04,5.64E-01,3.14E-01,2.23E-01,3.29E+02,1.72E+01,3.46E+02,0.003697169,0.003807985
3.15E+03,1.36E+04,2.91E+02,2.60E+00,8.17E-03,7.60E+01,3.27E-04,5.64E-01,3.14E-01,2.23E-01,3.29E+02,1.72E+01,3.46E+02,0.003697169,0.003807985
3.17E+03,1.37E+04,6.59E+01,7.50E-01,8.20E-03,7.60E+01,3.25E-04,5.64E-01,3.13E-01,2.26E-01,3.30E+02,1.78E+01,3.48E+02,0.003666472,0.003776546
